Employee ID,Leave Date,Leave Type,Sandwich Pattern,Connected Dates
596444,2024-04-19,sandwich leave,Friday extending weekend,"['2024-04-19', '2024-04-20']"
862047,2024-11-09,non sandwich leave,0,['2024-11-09']
974071,2024-07-11,non sandwich leave,0,['2024-07-11']
219672,2024-04-11,non sandwich leave,0,['2024-04-11']
127640,2024-05-22,non sandwich leave,0,['2024-05-22']
275733,2024-08-12,sandwich leave,Monday extending weekend,"['2024-08-11', '2024-08-12']"
947605,2024-02-10,non sandwich leave,0,['2024-02-10']
144410,2024-09-29,non sandwich leave,0,['2024-09-29']
632709,2024-06-12,non sandwich leave,0,['2024-06-12']
493747,2024-11-18,sandwich leave,Monday extending weekend,"['2024-11-17', '2024-11-18']"
673733,2024-08-14,non sandwich leave,0,['2024-08-14']
811491,2024-08-24,non sandwich leave,0,['2024-08-24']
333732,2024-10-02,non sandwich leave,0,['2024-10-02']
787848,2024-10-19,non sandwich leave,0,['2024-10-19']
599339,2024-09-27,sandwich leave,Friday extending weekend,"['2024-09-27', '2024-09-28']"
588380,2024-12-21,non sandwich leave,0,['2024-12-21']
140768,2024-01-15,sandwich leave,Monday extending weekend,"['2024-01-14', '2024-01-15']"
175394,2024-01-31,non sandwich leave,0,['2024-01-31']
284172,2024-07-31,non sandwich leave,0,['2024-07-31']
22325,2024-03-27,non sandwich leave,0,['2024-03-27']
531982,2024-01-28,non sandwich leave,0,['2024-01-28']
287075,2024-12-26,non sandwich leave,0,['2024-12-26']
156875,2024-09-21,non sandwich leave,0,['2024-09-21']
866215,2024-07-10,non sandwich leave,0,['2024-07-10']
151395,2024-07-01,sandwich leave,Monday extending weekend,"['2024-06-30', '2024-07-01']"
185910,2024-07-26,sandwich leave,Friday extending weekend,"['2024-07-26', '2024-07-27']"
967991,2024-06-11,non sandwich leave,0,['2024-06-11']
113737,2024-04-23,non sandwich leave,0,['2024-04-23']
215937,2024-10-17,non sandwich leave,0,['2024-10-17']
364729,2024-09-24,non sandwich leave,0,['2024-09-24']
734308,2024-07-25,non sandwich leave,0,['2024-07-25']
953342,2024-03-10,non sandwich leave,0,['2024-03-10']
606165,2024-08-11,non sandwich leave,0,['2024-08-11']
981341,2024-03-15,sandwich leave,Friday extending weekend,"['2024-03-15', '2024-03-16']"
276767,2024-10-03,non sandwich leave,0,['2024-10-03']
196136,2024-09-17,non sandwich leave,0,['2024-09-17']
660103,2024-05-02,non sandwich leave,0,['2024-05-02']
244305,2024-05-12,non sandwich leave,0,['2024-05-12']
697758,2024-02-20,sandwich leave,Tuesday after Monday holiday,"['2024-02-19', '2024-02-20']"
201850,2024-05-09,non sandwich leave,0,['2024-05-09']
429175,2024-09-05,non sandwich leave,0,['2024-09-05']
10326,2024-02-04,non sandwich leave,0,['2024-02-04']
10326,2024-10-08,non sandwich leave,0,['2024-10-08']
733268,2024-06-05,non sandwich leave,0,['2024-06-05']
130325,2024-07-24,non sandwich leave,0,['2024-07-24']
944787,2024-12-05,non sandwich leave,0,['2024-12-05']
584756,2024-05-14,non sandwich leave,0,['2024-05-14']
889385,2024-08-19,sandwich leave,Monday extending weekend,"['2024-08-18', '2024-08-19']"
573646,2024-10-05,non sandwich leave,0,['2024-10-05']
636969,2024-08-20,non sandwich leave,0,['2024-08-20']
220321,2024-06-01,non sandwich leave,0,['2024-06-01']
500879,2024-02-22,non sandwich leave,0,['2024-02-22']
224661,2024-05-04,non sandwich leave,0,['2024-05-04']
228220,2024-11-29,sandwich leave,Friday after Thursday holiday,"['2024-11-28', '2024-11-29']"
852331,2024-01-18,non sandwich leave,0,['2024-01-18']
167587,2024-02-20,sandwich leave,Tuesday after Monday holiday,"['2024-02-19', '2024-02-20']"
648117,2024-12-03,non sandwich leave,0,['2024-12-03']
828804,2024-06-25,non sandwich leave,0,['2024-06-25']
226733,2024-10-08,non sandwich leave,0,['2024-10-08']
353874,2024-05-27,sandwich leave,Monday extending weekend,"['2024-05-26', '2024-05-27']"
969866,2024-05-18,non sandwich leave,0,['2024-05-18']
727432,2024-04-30,non sandwich leave,0,['2024-04-30']
594512,2024-01-28,non sandwich leave,0,['2024-01-28']
114125,2024-10-03,non sandwich leave,0,['2024-10-03']
40884,2024-09-23,sandwich leave,Monday extending weekend,"['2024-09-22', '2024-09-23']"
740266,2024-04-04,non sandwich leave,0,['2024-04-04']
740266,2024-05-30,non sandwich leave,0,['2024-05-30']
749160,2024-07-25,non sandwich leave,0,['2024-07-25']
202036,2024-08-16,sandwich leave,Friday extending weekend,"['2024-08-16', '2024-08-17']"
955728,2024-11-09,non sandwich leave,0,['2024-11-09']
164201,2024-08-11,non sandwich leave,0,['2024-08-11']
715713,2024-01-20,non sandwich leave,0,['2024-01-20']
382206,2024-10-20,non sandwich leave,0,['2024-10-20']
208772,2024-01-24,non sandwich leave,0,['2024-01-24']
208772,2024-03-16,non sandwich leave,0,['2024-03-16']
543762,2024-08-30,sandwich leave,Friday extending weekend,"['2024-08-30', '2024-08-31']"
267529,2024-05-24,sandwich leave,Friday extending weekend,"['2024-05-24', '2024-05-25']"
376927,2024-11-03,non sandwich leave,0,['2024-11-03']
549888,2024-03-10,non sandwich leave,0,['2024-03-10']
391759,2024-05-03,sandwich leave,Friday extending weekend,"['2024-05-03', '2024-05-04']"
437541,2024-11-19,non sandwich leave,0,['2024-11-19']
602147,2024-10-22,non sandwich leave,0,['2024-10-22']
895610,2024-01-17,non sandwich leave,0,['2024-01-17']
541391,2024-09-29,non sandwich leave,0,['2024-09-29']
464743,2024-11-30,non sandwich leave,0,['2024-11-30']
301469,2024-08-17,non sandwich leave,0,['2024-08-17']
493529,2024-07-14,non sandwich leave,0,['2024-07-14']
269557,2024-08-30,sandwich leave,Friday extending weekend,"['2024-08-30', '2024-08-31']"
263370,2024-03-22,sandwich leave,Friday extending weekend,"['2024-03-22', '2024-03-23']"
275623,2024-09-23,sandwich leave,Monday extending weekend,"['2024-09-22', '2024-09-23']"
292536,2024-09-17,non sandwich leave,0,['2024-09-17']
575028,2024-03-20,non sandwich leave,0,['2024-03-20']
683962,2024-10-12,non sandwich leave,0,['2024-10-12']
654855,2024-09-05,non sandwich leave,0,['2024-09-05']
449759,2024-02-16,sandwich leave,Friday extending weekend,"['2024-02-16', '2024-02-17']"
870243,2024-01-11,non sandwich leave,0,['2024-01-11']
591032,2024-01-07,non sandwich leave,0,['2024-01-07']
886987,2024-01-25,non sandwich leave,0,['2024-01-25']
816812,2024-12-26,non sandwich leave,0,['2024-12-26']
59962,2024-09-25,non sandwich leave,0,['2024-09-25']
752688,2024-01-09,non sandwich leave,0,['2024-01-09']
826075,2024-07-23,non sandwich leave,0,['2024-07-23']
31369,2024-08-29,non sandwich leave,0,['2024-08-29']
557833,2024-03-29,sandwich leave,Friday extending weekend,"['2024-03-29', '2024-03-30']"
42188,2024-09-04,non sandwich leave,0,['2024-09-04']
894614,2024-06-04,non sandwich leave,0,['2024-06-04']
740181,2024-04-13,non sandwich leave,0,['2024-04-13']
367319,2024-12-12,non sandwich leave,0,['2024-12-12']
841065,2024-06-20,non sandwich leave,0,['2024-06-20']
74865,2024-06-20,non sandwich leave,0,['2024-06-20']
603728,2024-08-24,non sandwich leave,0,['2024-08-24']
836950,2024-10-25,sandwich leave,Friday extending weekend,"['2024-10-25', '2024-10-26']"
721058,2024-02-05,sandwich leave,Monday extending weekend,"['2024-02-04', '2024-02-05']"
837116,2024-05-20,sandwich leave,Monday extending weekend,"['2024-05-19', '2024-05-20']"
433120,2024-09-04,non sandwich leave,0,['2024-09-04']
497862,2024-08-03,non sandwich leave,0,['2024-08-03']
812191,2024-08-26,sandwich leave,Monday extending weekend,"['2024-08-25', '2024-08-26']"
831128,2024-03-29,sandwich leave,Friday extending weekend,"['2024-03-29', '2024-03-30']"
691103,2024-05-22,non sandwich leave,0,['2024-05-22']
975410,2024-07-30,non sandwich leave,0,['2024-07-30']
754285,2024-10-19,non sandwich leave,0,['2024-10-19']
717637,2024-12-02,sandwich leave,Monday extending weekend,"['2024-12-01', '2024-12-02']"
513665,2024-10-29,non sandwich leave,0,['2024-10-29']
922945,2024-04-06,non sandwich leave,0,['2024-04-06']
577727,2024-04-13,non sandwich leave,0,['2024-04-13']
18774,2024-02-17,non sandwich leave,0,['2024-02-17']
734112,2024-02-06,non sandwich leave,0,['2024-02-06']
252331,2024-06-15,non sandwich leave,0,['2024-06-15']
166943,2024-08-20,non sandwich leave,0,['2024-08-20']
436605,2024-12-27,sandwich leave,Friday extending weekend,"['2024-12-27', '2024-12-28']"
701975,2024-04-09,non sandwich leave,0,['2024-04-09']
517217,2024-07-18,non sandwich leave,0,['2024-07-18']
700620,2024-01-01,sandwich leave,Monday extending weekend,"['2023-12-31', '2024-01-01']"
450882,2024-02-14,non sandwich leave,0,['2024-02-14']
465138,2024-06-07,sandwich leave,Friday extending weekend,"['2024-06-07', '2024-06-08']"
353498,2024-05-28,sandwich leave,Tuesday after Monday holiday,"['2024-05-27', '2024-05-28']"
407997,2024-03-19,non sandwich leave,0,['2024-03-19']
316230,2024-03-15,sandwich leave,Friday extending weekend,"['2024-03-15', '2024-03-16']"
757700,2024-10-30,non sandwich leave,0,['2024-10-30']
912583,2024-08-31,non sandwich leave,0,['2024-08-31']
958309,2024-10-26,non sandwich leave,0,['2024-10-26']
500518,2024-11-23,non sandwich leave,0,['2024-11-23']
17347,2024-06-06,non sandwich leave,0,['2024-06-06']
166757,2024-04-29,sandwich leave,Monday extending weekend,"['2024-04-28', '2024-04-29']"
866886,2024-05-14,non sandwich leave,0,['2024-05-14']
367110,2024-05-28,sandwich leave,Tuesday after Monday holiday,"['2024-05-27', '2024-05-28']"
174343,2024-06-27,non sandwich leave,0,['2024-06-27']
587409,2024-02-15,non sandwich leave,0,['2024-02-15']
703604,2024-02-08,non sandwich leave,0,['2024-02-08']
555324,2024-09-06,sandwich leave,Friday extending weekend,"['2024-09-06', '2024-09-07']"
523092,2024-08-22,non sandwich leave,0,['2024-08-22']
391021,2024-09-01,non sandwich leave,0,['2024-09-01']
635108,2024-12-23,sandwich leave,Monday extending weekend,"['2024-12-22', '2024-12-23']"
990276,2024-12-06,sandwich leave,Friday extending weekend,"['2024-12-06', '2024-12-07']"
278252,2024-09-16,sandwich leave,Monday extending weekend,"['2024-09-15', '2024-09-16']"
661724,2024-07-12,sandwich leave,Friday extending weekend,"['2024-07-12', '2024-07-13']"
51750,2024-07-05,sandwich leave,Friday after Thursday holiday,"['2024-07-04', '2024-07-05']"
779929,2024-04-03,non sandwich leave,0,['2024-04-03']
253116,2024-11-19,non sandwich leave,0,['2024-11-19']
559532,2024-08-06,non sandwich leave,0,['2024-08-06']
449477,2024-12-09,sandwich leave,Monday extending weekend,"['2024-12-08', '2024-12-09']"
224263,2024-08-01,non sandwich leave,0,['2024-08-01']
150907,2024-08-11,non sandwich leave,0,['2024-08-11']
284775,2024-12-09,sandwich leave,Monday extending weekend,"['2024-12-08', '2024-12-09']"
68137,2024-04-26,sandwich leave,Friday extending weekend,"['2024-04-26', '2024-04-27']"
182770,2024-11-07,non sandwich leave,0,['2024-11-07']
532834,2024-03-12,non sandwich leave,0,['2024-03-12']
596179,2024-02-14,non sandwich leave,0,['2024-02-14']
291907,2024-03-08,sandwich leave,Friday extending weekend,"['2024-03-08', '2024-03-09']"
123838,2024-03-02,non sandwich leave,0,['2024-03-02']
337787,2024-06-19,non sandwich leave,0,['2024-06-19']
337787,2024-08-19,sandwich leave,Monday extending weekend,"['2024-08-18', '2024-08-19']"
693413,2024-12-29,non sandwich leave,0,['2024-12-29']
112855,2024-08-26,sandwich leave,Monday extending weekend,"['2024-08-25', '2024-08-26']"
184072,2024-07-28,non sandwich leave,0,['2024-07-28']
380839,2024-04-20,non sandwich leave,0,['2024-04-20']
186613,2024-03-05,non sandwich leave,0,['2024-03-05']
985716,2024-09-22,non sandwich leave,0,['2024-09-22']
302947,2024-03-13,non sandwich leave,0,['2024-03-13']
50218,2024-02-03,non sandwich leave,0,['2024-02-03']
473118,2024-03-19,non sandwich leave,0,['2024-03-19']
967123,2024-02-05,sandwich leave,Monday extending weekend,"['2024-02-04', '2024-02-05']"
843804,2024-03-07,non sandwich leave,0,['2024-03-07']
436233,2024-05-29,non sandwich leave,0,['2024-05-29']
875686,2024-08-09,sandwich leave,Friday extending weekend,"['2024-08-09', '2024-08-10']"
938133,2024-02-19,sandwich leave,Monday extending weekend,"['2024-02-18', '2024-02-19']"
54905,2024-05-10,sandwich leave,Friday extending weekend,"['2024-05-10', '2024-05-11']"
87507,2024-08-22,non sandwich leave,0,['2024-08-22']
793815,2024-03-04,sandwich leave,Monday extending weekend,"['2024-03-03', '2024-03-04']"
984587,2024-02-12,sandwich leave,Monday extending weekend,"['2024-02-11', '2024-02-12']"
288916,2024-03-16,non sandwich leave,0,['2024-03-16']
997447,2024-11-27,non sandwich leave,0,['2024-11-27']
426898,2024-10-07,sandwich leave,Monday extending weekend,"['2024-10-06', '2024-10-07']"
902173,2024-07-03,non sandwich leave,0,['2024-07-03']
634362,2024-03-16,non sandwich leave,0,['2024-03-16']
989350,2024-02-07,non sandwich leave,0,['2024-02-07']
52581,2024-03-23,non sandwich leave,0,['2024-03-23']
593245,2024-02-04,non sandwich leave,0,['2024-02-04']
968665,2024-02-08,non sandwich leave,0,['2024-02-08']
363029,2024-08-01,non sandwich leave,0,['2024-08-01']
689015,2024-09-23,sandwich leave,Monday extending weekend,"['2024-09-22', '2024-09-23']"
101815,2024-03-14,non sandwich leave,0,['2024-03-14']
978568,2024-08-10,non sandwich leave,0,['2024-08-10']
963507,2024-06-02,non sandwich leave,0,['2024-06-02']
956330,2024-09-04,non sandwich leave,0,['2024-09-04']
472162,2024-08-13,non sandwich leave,0,['2024-08-13']
678724,2024-10-18,sandwich leave,Friday extending weekend,"['2024-10-18', '2024-10-19']"
309645,2024-02-03,non sandwich leave,0,['2024-02-03']
405838,2024-02-28,non sandwich leave,0,['2024-02-28']
748717,2024-12-11,non sandwich leave,0,['2024-12-11']
411812,2024-01-26,sandwich leave,Friday extending weekend,"['2024-01-26', '2024-01-27']"
743817,2024-03-21,non sandwich leave,0,['2024-03-21']
394954,2024-09-07,non sandwich leave,0,['2024-09-07']
835656,2024-04-03,non sandwich leave,0,['2024-04-03']
899795,2024-04-07,non sandwich leave,0,['2024-04-07']
347479,2024-08-26,sandwich leave,Monday extending weekend,"['2024-08-25', '2024-08-26']"
586469,2024-05-21,non sandwich leave,0,['2024-05-21']
123750,2024-09-07,non sandwich leave,0,['2024-09-07']
833963,2024-10-18,sandwich leave,Friday extending weekend,"['2024-10-18', '2024-10-19']"
651185,2024-10-10,non sandwich leave,0,['2024-10-10']
224648,2024-01-29,sandwich leave,Monday extending weekend,"['2024-01-28', '2024-01-29']"
398226,2024-08-22,non sandwich leave,0,['2024-08-22']
757182,2024-11-04,sandwich leave,Monday extending weekend,"['2024-11-03', '2024-11-04']"
242018,2024-02-02,sandwich leave,Friday extending weekend,"['2024-02-02', '2024-02-03']"
827181,2024-10-12,non sandwich leave,0,['2024-10-12']
326814,2024-04-08,sandwich leave,Monday extending weekend,"['2024-04-07', '2024-04-08']"
753994,2024-12-01,non sandwich leave,0,['2024-12-01']
735175,2024-08-31,non sandwich leave,0,['2024-08-31']
774780,2024-01-23,non sandwich leave,0,['2024-01-23']
626847,2024-02-06,non sandwich leave,0,['2024-02-06']
80933,2024-12-18,non sandwich leave,0,['2024-12-18']
946859,2024-02-02,sandwich leave,Friday extending weekend,"['2024-02-02', '2024-02-03']"
314498,2024-09-21,non sandwich leave,0,['2024-09-21']
873219,2024-02-08,non sandwich leave,0,['2024-02-08']
24789,2024-01-31,non sandwich leave,0,['2024-01-31']
150287,2024-03-18,sandwich leave,Monday extending weekend,"['2024-03-17', '2024-03-18']"
350979,2024-12-15,non sandwich leave,0,['2024-12-15']
508493,2024-06-13,non sandwich leave,0,['2024-06-13']
883577,2024-12-03,non sandwich leave,0,['2024-12-03']
909017,2024-10-08,non sandwich leave,0,['2024-10-08']
89323,2024-01-11,non sandwich leave,0,['2024-01-11']
533218,2024-05-09,non sandwich leave,0,['2024-05-09']
615657,2024-09-09,sandwich leave,Monday extending weekend,"['2024-09-08', '2024-09-09']"
765284,2024-11-13,non sandwich leave,0,['2024-11-13']
111948,2024-10-14,sandwich leave,Monday extending weekend,"['2024-10-13', '2024-10-14']"
858257,2024-06-03,sandwich leave,Monday extending weekend,"['2024-06-02', '2024-06-03']"
589645,2024-06-14,sandwich leave,Friday extending weekend,"['2024-06-14', '2024-06-15']"
961517,2024-09-19,non sandwich leave,0,['2024-09-19']
792294,2024-08-01,non sandwich leave,0,['2024-08-01']
180300,2024-01-12,sandwich leave,Friday extending weekend,"['2024-01-12', '2024-01-13']"
72081,2024-03-17,non sandwich leave,0,['2024-03-17']
243568,2024-02-29,non sandwich leave,0,['2024-02-29']
875964,2024-07-04,non sandwich leave,0,['2024-07-04']
959037,2024-10-06,non sandwich leave,0,['2024-10-06']
701610,2024-03-04,sandwich leave,Monday extending weekend,"['2024-03-03', '2024-03-04']"
963424,2024-10-06,non sandwich leave,0,['2024-10-06']
963424,2024-01-20,non sandwich leave,0,['2024-01-20']
292258,2024-11-08,sandwich leave,Friday extending weekend,"['2024-11-08', '2024-11-09']"
707496,2024-01-24,non sandwich leave,0,['2024-01-24']
522703,2024-06-29,non sandwich leave,0,['2024-06-29']
193400,2024-10-10,non sandwich leave,0,['2024-10-10']
795060,2024-03-10,non sandwich leave,0,['2024-03-10']
710137,2024-06-17,sandwich leave,Monday extending weekend,"['2024-06-16', '2024-06-17']"
428049,2024-09-29,non sandwich leave,0,['2024-09-29']
595252,2024-06-08,non sandwich leave,0,['2024-06-08']
511177,2024-12-16,sandwich leave,Monday extending weekend,"['2024-12-15', '2024-12-16']"
884793,2024-03-04,sandwich leave,Monday extending weekend,"['2024-03-03', '2024-03-04']"
625936,2024-03-01,sandwich leave,Friday extending weekend,"['2024-03-01', '2024-03-02']"
985609,2024-06-05,non sandwich leave,0,['2024-06-05']
603453,2024-04-09,non sandwich leave,0,['2024-04-09']
199776,2024-08-18,non sandwich leave,0,['2024-08-18']
983105,2024-05-13,sandwich leave,Monday extending weekend,"['2024-05-12', '2024-05-13']"
42559,2024-10-06,non sandwich leave,0,['2024-10-06']
723384,2024-04-18,non sandwich leave,0,['2024-04-18']
859083,2024-08-22,non sandwich leave,0,['2024-08-22']
168711,2024-03-04,sandwich leave,Monday extending weekend,"['2024-03-03', '2024-03-04']"
319232,2024-04-26,sandwich leave,Friday extending weekend,"['2024-04-26', '2024-04-27']"
655786,2024-06-12,non sandwich leave,0,['2024-06-12']
976817,2024-10-26,non sandwich leave,0,['2024-10-26']
665610,2024-01-21,non sandwich leave,0,['2024-01-21']
295282,2024-04-23,non sandwich leave,0,['2024-04-23']
18918,2024-06-07,sandwich leave,Friday extending weekend,"['2024-06-07', '2024-06-08']"
614014,2024-04-12,sandwich leave,Friday extending weekend,"['2024-04-12', '2024-04-13']"
333283,2024-11-25,sandwich leave,Monday extending weekend,"['2024-11-24', '2024-11-25']"
998826,2024-07-24,non sandwich leave,0,['2024-07-24']
479546,2024-10-01,non sandwich leave,0,['2024-10-01']
800080,2024-05-22,non sandwich leave,0,['2024-05-22']
824424,2024-03-23,non sandwich leave,0,['2024-03-23']
45954,2024-08-01,non sandwich leave,0,['2024-08-01']
528915,2024-10-09,non sandwich leave,0,['2024-10-09']
381816,2024-06-21,sandwich leave,Friday extending weekend,"['2024-06-21', '2024-06-22']"
309877,2024-04-25,non sandwich leave,0,['2024-04-25']
992762,2024-03-22,sandwich leave,Friday extending weekend,"['2024-03-22', '2024-03-23']"
883828,2024-01-05,sandwich leave,Friday extending weekend,"['2024-01-05', '2024-01-06']"
938118,2024-02-12,sandwich leave,Monday extending weekend,"['2024-02-11', '2024-02-12']"
107631,2024-04-27,non sandwich leave,0,['2024-04-27']
934674,2024-12-24,non sandwich leave,0,['2024-12-24']
560756,2024-05-04,non sandwich leave,0,['2024-05-04']
519999,2024-09-12,non sandwich leave,0,['2024-09-12']
993249,2024-01-24,non sandwich leave,0,['2024-01-24']
466986,2024-04-08,sandwich leave,Monday extending weekend,"['2024-04-07', '2024-04-08']"
474300,2024-06-12,non sandwich leave,0,['2024-06-12']
329822,2024-08-28,non sandwich leave,0,['2024-08-28']
376110,2024-11-17,non sandwich leave,0,['2024-11-17']
875489,2024-08-09,sandwich leave,Friday extending weekend,"['2024-08-09', '2024-08-10']"
552676,2024-04-23,non sandwich leave,0,['2024-04-23']
298402,2024-10-06,non sandwich leave,0,['2024-10-06']
610760,2024-06-08,non sandwich leave,0,['2024-06-08']
201417,2024-07-03,non sandwich leave,0,['2024-07-03']
657911,2024-10-20,non sandwich leave,0,['2024-10-20']
39359,2024-11-09,non sandwich leave,0,['2024-11-09']
111078,2024-03-29,sandwich leave,Friday extending weekend,"['2024-03-29', '2024-03-30']"
247591,2024-09-07,non sandwich leave,0,['2024-09-07']
211791,2024-06-01,non sandwich leave,0,['2024-06-01']
645190,2024-09-29,non sandwich leave,0,['2024-09-29']
649252,2024-07-16,non sandwich leave,0,['2024-07-16']
775880,2024-11-25,sandwich leave,Monday extending weekend,"['2024-11-24', '2024-11-25']"
34327,2024-05-19,non sandwich leave,0,['2024-05-19']
995061,2024-05-06,sandwich leave,Monday extending weekend,"['2024-05-05', '2024-05-06']"
823872,2024-10-15,sandwich leave,Tuesday after Monday holiday,"['2024-10-14', '2024-10-15']"
676455,2024-12-09,sandwich leave,Monday extending weekend,"['2024-12-08', '2024-12-09']"
135298,2024-02-16,sandwich leave,Friday extending weekend,"['2024-02-16', '2024-02-17']"
760060,2024-06-29,non sandwich leave,0,['2024-06-29']
850292,2024-05-23,non sandwich leave,0,['2024-05-23']
701413,2024-06-12,non sandwich leave,0,['2024-06-12']
835539,2024-09-05,non sandwich leave,0,['2024-09-05']
513810,2024-04-27,non sandwich leave,0,['2024-04-27']
589829,2024-05-10,sandwich leave,Friday extending weekend,"['2024-05-10', '2024-05-11']"
604476,2024-07-29,sandwich leave,Monday extending weekend,"['2024-07-28', '2024-07-29']"
215838,2024-03-05,non sandwich leave,0,['2024-03-05']
110175,2024-02-10,non sandwich leave,0,['2024-02-10']
675300,2024-07-08,sandwich leave,Monday extending weekend,"['2024-07-07', '2024-07-08']"
381692,2024-05-12,non sandwich leave,0,['2024-05-12']
306688,2024-09-27,sandwich leave,Friday extending weekend,"['2024-09-27', '2024-09-28']"
552694,2024-03-28,non sandwich leave,0,['2024-03-28']
731066,2024-10-10,non sandwich leave,0,['2024-10-10']
135456,2024-07-02,non sandwich leave,0,['2024-07-02']
159610,2024-10-28,sandwich leave,Monday extending weekend,"['2024-10-27', '2024-10-28']"
632428,2024-08-15,non sandwich leave,0,['2024-08-15']
493751,2024-08-27,non sandwich leave,0,['2024-08-27']
922663,2024-02-23,sandwich leave,Friday extending weekend,"['2024-02-23', '2024-02-24']"
892428,2024-09-14,non sandwich leave,0,['2024-09-14']
239104,2024-03-17,non sandwich leave,0,['2024-03-17']
15998,2024-08-19,sandwich leave,Monday extending weekend,"['2024-08-18', '2024-08-19']"
459996,2024-02-16,sandwich leave,Friday extending weekend,"['2024-02-16', '2024-02-17']"
845342,2024-04-03,non sandwich leave,0,['2024-04-03']
715609,2024-06-06,non sandwich leave,0,['2024-06-06']
899960,2024-02-23,sandwich leave,Friday extending weekend,"['2024-02-23', '2024-02-24']"
480979,2024-12-18,non sandwich leave,0,['2024-12-18']
701248,2024-08-20,non sandwich leave,0,['2024-08-20']
288024,2024-12-15,non sandwich leave,0,['2024-12-15']
880297,2024-09-18,non sandwich leave,0,['2024-09-18']
449724,2024-04-13,non sandwich leave,0,['2024-04-13']
569570,2024-08-18,non sandwich leave,0,['2024-08-18']
922229,2024-02-17,non sandwich leave,0,['2024-02-17']
376966,2024-01-23,non sandwich leave,0,['2024-01-23']
116644,2024-07-03,non sandwich leave,0,['2024-07-03']
892832,2024-08-04,non sandwich leave,0,['2024-08-04']
608258,2024-12-25,non sandwich leave,0,['2024-12-25']
578242,2024-07-16,non sandwich leave,0,['2024-07-16']
251454,2024-02-15,non sandwich leave,0,['2024-02-15']
957790,2024-10-20,non sandwich leave,0,['2024-10-20']
287856,2024-03-26,non sandwich leave,0,['2024-03-26']
781777,2024-01-23,non sandwich leave,0,['2024-01-23']
334592,2024-11-08,sandwich leave,Friday extending weekend,"['2024-11-08', '2024-11-09']"
962814,2024-12-11,non sandwich leave,0,['2024-12-11']
979434,2024-01-25,non sandwich leave,0,['2024-01-25']
632647,2024-09-29,non sandwich leave,0,['2024-09-29']
273609,2024-06-15,non sandwich leave,0,['2024-06-15']
696743,2024-06-20,non sandwich leave,0,['2024-06-20']
223265,2024-04-19,sandwich leave,Friday extending weekend,"['2024-04-19', '2024-04-20']"
899874,2024-12-03,non sandwich leave,0,['2024-12-03']
163292,2024-06-15,non sandwich leave,0,['2024-06-15']
463527,2024-08-04,non sandwich leave,0,['2024-08-04']
821551,2024-05-24,sandwich leave,Friday extending weekend,"['2024-05-24', '2024-05-25']"
890500,2024-10-03,non sandwich leave,0,['2024-10-03']
961601,2024-01-10,non sandwich leave,0,['2024-01-10']
289324,2024-01-12,sandwich leave,Friday extending weekend,"['2024-01-12', '2024-01-13']"
715477,2024-06-01,non sandwich leave,0,['2024-06-01']
485764,2024-03-18,sandwich leave,Monday extending weekend,"['2024-03-17', '2024-03-18']"
400360,2024-06-07,sandwich leave,Friday extending weekend,"['2024-06-07', '2024-06-08']"
526019,2024-09-29,non sandwich leave,0,['2024-09-29']
609284,2024-05-05,non sandwich leave,0,['2024-05-05']
530057,2024-11-22,sandwich leave,Friday extending weekend,"['2024-11-22', '2024-11-23']"
385540,2024-08-22,non sandwich leave,0,['2024-08-22']
321180,2024-11-20,non sandwich leave,0,['2024-11-20']
602579,2024-05-03,sandwich leave,Friday extending weekend,"['2024-05-03', '2024-05-04']"
580410,2024-04-21,non sandwich leave,0,['2024-04-21']
142546,2024-11-29,sandwich leave,Friday after Thursday holiday,"['2024-11-28', '2024-11-29']"
272595,2024-12-08,non sandwich leave,0,['2024-12-08']
477752,2024-03-07,non sandwich leave,0,['2024-03-07']
411733,2024-09-10,non sandwich leave,0,['2024-09-10']
411733,2024-11-12,sandwich leave,Tuesday after Monday holiday,"['2024-11-11', '2024-11-12']"
62724,2024-01-24,non sandwich leave,0,['2024-01-24']
881575,2024-09-21,non sandwich leave,0,['2024-09-21']
147796,2024-04-27,non sandwich leave,0,['2024-04-27']
904507,2024-08-17,non sandwich leave,0,['2024-08-17']
196894,2024-05-23,non sandwich leave,0,['2024-05-23']
18872,2024-11-20,non sandwich leave,0,['2024-11-20']
926557,2024-05-26,non sandwich leave,0,['2024-05-26']
788013,2024-11-30,non sandwich leave,0,['2024-11-30']
369837,2024-06-18,non sandwich leave,0,['2024-06-18']
997362,2024-04-26,sandwich leave,Friday extending weekend,"['2024-04-26', '2024-04-27']"
363311,2024-11-12,sandwich leave,Tuesday after Monday holiday,"['2024-11-11', '2024-11-12']"
692464,2024-09-13,sandwich leave,Friday extending weekend,"['2024-09-13', '2024-09-14']"
304695,2024-05-24,sandwich leave,Friday extending weekend,"['2024-05-24', '2024-05-25']"
397880,2024-07-07,non sandwich leave,0,['2024-07-07']
397880,2024-10-27,non sandwich leave,0,['2024-10-27']
417333,2024-03-11,sandwich leave,Monday extending weekend,"['2024-03-10', '2024-03-11']"
953691,2024-05-24,sandwich leave,Friday extending weekend,"['2024-05-24', '2024-05-25']"
864438,2024-03-31,non sandwich leave,0,['2024-03-31']
159853,2024-12-31,non sandwich leave,0,['2024-12-31']
76867,2024-07-24,non sandwich leave,0,['2024-07-24']
979202,2024-11-23,non sandwich leave,0,['2024-11-23']
